time,Price,Volume
8/11/2010,26.950001,1175974
9/11/2010,27.200001,610279
10/11/2010,27.6,969960
11/11/2010,26.85,432553
12/11/2010,26,455550
15/11/2010,25.75,275080
16/11/2010,24.9,376687
18/11/2010,24.25,437500
19/11/2010,23.9,337055
22/11/2010,23.9,265273
23/11/2010,23.35,333762
24/11/2010,22.9,467282
25/11/2010,22.15,501398
26/11/2010,20.6,911383
29/11/2010,20.25,693678
30/11/2010,20.450001,782640
1/12/2010,22,1258949
2/12/2010,22.75,437477
3/12/2010,22,431085
6/12/2010,21.6,284378
7/12/2010,21.299999,205584
8/12/2010,20.700001,268921
9/12/2010,19.6,463329
10/12/2010,19.549999,784509
13/12/2010,20,417924
14/12/2010,20.25,230543
15/12/2010,20.1,347975
16/12/2010,20.200001,357936
20/12/2010,20.1,176989
21/12/2010,21.85,838871
22/12/2010,23.25,3246312
23/12/2010,22.549999,811111
24/12/2010,22.200001,333627
27/12/2010,21.35,329636
28/12/2010,22.1,600293
29/12/2010,21.799999,458212
30/12/2010,21.700001,226545
31/12/2010,22,412967
3/1/2011,22.450001,446550
4/1/2011,22.450001,530258
5/1/2011,21.950001,328530
6/1/2011,21.4,260957
7/1/2011,20.950001,249464
10/1/2011,20.15,356820
11/1/2011,19.85,345377
12/1/2011,20.15,291899
13/01/2011,20,191772
14/01/2011,19.65,360182
17/01/2011,19.4,331537
18/01/2011,19.450001,238702
19/01/2011,19.299999,267040
20/01/2011,20.049999,404747
21/01/2011,20.950001,1735075
24/01/2011,20.700001,326798
25/01/2011,20.25,281206
27/01/2011,20,245684
28/01/2011,18.799999,565375
31/01/2011,18.450001,297224
1/2/2011,17.799999,312187
2/2/2011,17.75,366954
3/2/2011,18,321629
4/2/2011,17.450001,378332
7/2/2011,17.25,213816
8/2/2011,16.5,327142
9/2/2011,15.75,537602
10/2/2011,15,417545
11/2/2011,15.35,388777
14/02/2011,17.049999,426837
15/02/2011,17.1,312801
16/02/2011,20.549999,2234514
17/02/2011,22.049999,3381002
18/02/2011,20.1,1448517
21/02/2011,20.299999,698604
22/02/2011,20.049999,546710
23/02/2011,21.1,1851053
24/02/2011,20.6,1480955
25/02/2011,20,501480
28/02/2011,19.65,334283
1/3/2011,19.75,319162
3/3/2011,19.450001,300072
4/3/2011,19.15,203074
7/3/2011,18.25,87774
8/3/2011,18.75,126820
9/3/2011,18.549999,87780
10/3/2011,18.6,66468
11/3/2011,18.15,47402
14/03/2011,17.75,99413
15/03/2011,17.1,137970
16/03/2011,16.950001,116870
17/03/2011,17.200001,55799
18/03/2011,17.6,109433
21/03/2011,17.450001,54260
22/03/2011,17.200001,66772
23/03/2011,16.950001,94204
24/03/2011,16.75,102553
25/03/2011,16.950001,105162
28/03/2011,16.6,119494
29/03/2011,16.4,184841
30/03/2011,16.950001,120561
31/03/2011,16.65,79374
1/4/2011,17.15,81694
4/4/2011,17.950001,167874
5/4/2011,18.15,157234
6/4/2011,18.6,113326
7/4/2011,19.1,149316
8/4/2011,18.549999,99976
11/4/2011,17.950001,69716
13/04/2011,18.15,66893
15/04/2011,17.85,68849
18/04/2011,17.200001,122022
19/04/2011,17.200001,45544
20/04/2011,17.35,47682
21/04/2011,17.15,60912
25/04/2011,17.25,38385
26/04/2011,17.1,76640
27/04/2011,16.950001,81739
28/04/2011,16.75,67106
29/04/2011,16.6,93397
2/5/2011,16.6,71128
3/5/2011,16.15,74617
4/5/2011,15.75,104927
5/5/2011,15.35,92529
6/5/2011,15.5,79514
9/5/2011,15.3,77109
10/5/2011,15.3,52204
11/5/2011,16.049999,83542
12/5/2011,16.4,137614
13/05/2011,16.049999,59561
16/05/2011,15.75,59840
17/05/2011,16,67324
18/05/2011,15.75,35389
19/05/2011,15.55,51522
20/05/2011,15.45,55479
23/05/2011,15.15,49636
24/05/2011,15.1,58190
25/05/2011,14.85,83213
26/05/2011,14.9,167020
27/05/2011,15,49454
30/05/2011,14.9,84288
31/05/2011,15.25,53356
1/6/2011,15.15,62633
2/6/2011,15.05,43514
3/6/2011,15.05,58435
6/6/2011,15,35865
7/6/2011,15.05,33737
8/6/2011,15.1,36805
9/6/2011,15.05,70726
10/6/2011,15,63652
13/06/2011,14.9,52210
14/06/2011,15.05,81560
15/06/2011,14.95,35428
16/06/2011,14.8,66639
17/06/2011,14.85,77971
20/06/2011,14.2,89718
21/06/2011,13.9,69564
22/06/2011,13.5,114144
23/06/2011,13.35,73829
24/06/2011,13.55,76200
27/06/2011,13.5,61037
28/06/2011,14.2,123473
29/06/2011,14.35,88585
30/06/2011,13.75,67129
1/7/2011,14.45,124221
4/7/2011,14.55,111007
5/7/2011,14.25,58500
6/7/2011,14.7,125911
7/7/2011,15.15,426458
8/7/2011,16.15,849071
11/7/2011,16.049999,608104
12/7/2011,15.6,151761
13/07/2011,15.5,134461
14/07/2011,16.25,612650
15/07/2011,15.75,189028
18/07/2011,15.55,75631
19/07/2011,15.35,113613
20/07/2011,15.2,75161
21/07/2011,14.9,106873
22/07/2011,14.95,93690
25/07/2011,15.15,125112
26/07/2011,14.9,95706
27/07/2011,14.8,47496
28/07/2011,14.6,66937
29/07/2011,14.25,120030
1/8/2011,13.9,151780
2/8/2011,13.05,488476
3/8/2011,12.95,200621
4/8/2011,12.9,171739
5/8/2011,12.25,371320
8/8/2011,11.5,243353
9/8/2011,11,286930
10/8/2011,12.05,411081
11/8/2011,11.35,224904
12/8/2011,11.15,177588
16/08/2011,10.6,160976
17/08/2011,10.1,202812
18/08/2011,9.75,158926
19/08/2011,9.35,196757
22/08/2011,9.45,183756
23/08/2011,9.75,124895
24/08/2011,9.85,139768
25/08/2011,9.75,67101
26/08/2011,9.6,103050
29/08/2011,10.05,116711
30/08/2011,10.1,94218
2/9/2011,10.4,105773
5/9/2011,10.1,93032
6/9/2011,10.25,144945
7/9/2011,10.1,230025
8/9/2011,10.05,200039
9/9/2011,9.95,138569
12/9/2011,9.65,103330
13/09/2011,9.55,167731
14/09/2011,9.5,99312
15/09/2011,9.5,104006
16/09/2011,9.45,88903
19/09/2011,9.35,70402
20/09/2011,9.55,141005
21/09/2011,9.45,105019
22/09/2011,9.05,157841
23/09/2011,8.8,251443
26/09/2011,8.4,136234
27/09/2011,8.45,190520
28/09/2011,8.3,100132
29/09/2011,8.2,107658
30/09/2011,7.95,190207
3/10/2011,7.5,179479
4/10/2011,7.3,141879
5/10/2011,7.4,145151
7/10/2011,7.35,249554
10/10/2011,7.4,160255
11/10/2011,7.3,182775
12/10/2011,7.5,269616
13/10/2011,7.4,163893
14/10/2011,7.25,211265
17/10/2011,7.1,183570
18/10/2011,7.05,116813
19/10/2011,7,164481
20/10/2011,6.8,275038
21/10/2011,6.8,180785
24/10/2011,6.7,92573
25/10/2011,6.65,101222
26/10/2011,7.1,133242
28/10/2011,7.3,210730
31/10/2011,7.65,368948
1/11/2011,8.45,901383
2/11/2011,9.3,488103
3/11/2011,9.8,613487
4/11/2011,9.35,555853
8/11/2011,8.9,49920
9/11/2011,8.45,180327
11/11/2011,8.05,207302
14/11/2011,7.65,253211
15/11/2011,7.3,104068
16/11/2011,7.1,176935
17/11/2011,6.95,110470
18/11/2011,6.7,115036
21/11/2011,6.75,94648
22/11/2011,6.75,69468
23/11/2011,6.7,85481
24/11/2011,6.7,67923
25/11/2011,6.65,52539
28/11/2011,6.75,62069
29/11/2011,6.75,77783
30/11/2011,6.65,44002
1/12/2011,6.7,71745
2/12/2011,6.8,66580
5/12/2011,6.95,85384
7/12/2011,7.25,172065
8/12/2011,6.9,72920
9/12/2011,6.8,66880
12/12/2011,6.7,56553
13/12/2011,6.55,73702
14/12/2011,6.45,138559
15/12/2011,6.2,189623
16/12/2011,6,110496
19/12/2011,5.7,230117
20/12/2011,5.6,76696
21/12/2011,5.7,106345
22/12/2011,5.75,186257
23/12/2011,5.8,60717
26/12/2011,6.05,56753
27/12/2011,6.1,38103
28/12/2011,6.05,50833
29/12/2011,5.9,48250
30/12/2011,5.9,35609
2/1/2012,5.95,54949
3/1/2012,6.15,161440
4/1/2012,6.25,75485
5/1/2012,6.05,172716
6/1/2012,6.05,109065
9/1/2012,6.7,154013
10/1/2012,7.25,490471
11/1/2012,7.3,471964
12/1/2012,7,205019
13/01/2012,7.1,186837
16/01/2012,7.1,63211
17/01/2012,7.05,142437
18/01/2012,6.85,165924
19/01/2012,7.1,154753
20/01/2012,6.95,105645
23/01/2012,7.05,70617
24/01/2012,6.95,120476
25/01/2012,7.1,144832
27/01/2012,7.25,137821
30/01/2012,7,109159
31/01/2012,7.1,83029
1/2/2012,7.15,183843
2/2/2012,7.2,170367
3/2/2012,7.35,175122
6/2/2012,7.5,233940
7/2/2012,7.2,124387
8/2/2012,7.4,79191
9/2/2012,7.5,163031
10/2/2012,7.45,277873
13/02/2012,7.35,77284
14/02/2012,7.4,131300
15/02/2012,7.55,318354
16/02/2012,8.3,495066
17/02/2012,9.1,1078421
21/02/2012,10,962396
22/02/2012,9.5,1283163
23/02/2012,9.05,326634
24/02/2012,8.6,209508
27/02/2012,8.2,99440
28/02/2012,8.5,293148
29/02/2012,8.35,150429
1/3/2012,8.2,65715
2/3/2012,8.15,56130
5/3/2012,8.05,76773
6/3/2012,7.85,84473
7/3/2012,7.75,128432
9/3/2012,7.8,62768
12/3/2012,7.85,56791
13/03/2012,8.05,125072
14/03/2012,7.9,73116
15/03/2012,7.65,87758
16/03/2012,7.65,94871
19/03/2012,7.35,71542
20/03/2012,7.25,125235
21/03/2012,7.6,57670
22/03/2012,7.35,86018
23/03/2012,7.1,90092
26/03/2012,7,125834
27/03/2012,7.05,70822
28/03/2012,6.75,153358
29/03/2012,6.6,151217
30/03/2012,6.85,146940
2/4/2012,7.15,79969
3/4/2012,7.2,80369
4/4/2012,7.3,94097
9/4/2012,7.1,41409
10/4/2012,7.1,39684
11/4/2012,6.9,61741
12/4/2012,7.05,95155
13/04/2012,6.9,47483
16/04/2012,7,60670
17/04/2012,7,52379
18/04/2012,7.05,44945
19/04/2012,7,52795
20/04/2012,7,76531
23/04/2012,6.65,107027
24/04/2012,6.6,86469
25/04/2012,6.65,48348
26/04/2012,6.5,63860
27/04/2012,6.4,72717
30/04/2012,6.35,88599
2/5/2012,6.4,76622
3/5/2012,6.3,56056
4/5/2012,6.15,86100
7/5/2012,6.1,119899
8/5/2012,6.1,69654
9/5/2012,5.9,73032
10/5/2012,6.05,129386
11/5/2012,5.95,90737
14/05/2012,5.6,167629
15/05/2012,5.55,132539
16/05/2012,5.9,153174
17/05/2012,5.8,97155
18/05/2012,5.75,64457
21/05/2012,5.95,59701
22/05/2012,5.8,39124
23/05/2012,5.8,53140
24/05/2012,5.9,55479
25/05/2012,5.85,31073
28/05/2012,5.95,50548
29/05/2012,5.95,47171
30/05/2012,5.75,46358
31/05/2012,5.9,29729
1/6/2012,5.75,45227
4/6/2012,5.45,135747
5/6/2012,5.5,72145
6/6/2012,5.7,54197
7/6/2012,5.7,41355
8/6/2012,5.65,42145
11/6/2012,5.6,72456
12/6/2012,5.7,94243
13/06/2012,5.55,51865
14/06/2012,5.55,37066
15/06/2012,5.65,35706
18/06/2012,5.6,51392
19/06/2012,5.6,56237
20/06/2012,5.55,59337
21/06/2012,5.7,89172
22/06/2012,5.7,80128
25/06/2012,5.9,75345
26/06/2012,5.75,51494
27/06/2012,5.7,46610
28/06/2012,5.85,58103
29/06/2012,5.9,200194
2/7/2012,5.95,114717
3/7/2012,6.05,193237
4/7/2012,6.65,254335
5/7/2012,7.3,476652
6/7/2012,7.65,623799
9/7/2012,7.25,252763
10/7/2012,7.1,86928
11/7/2012,7.15,161136
12/7/2012,6.95,81514
13/07/2012,6.95,150247
16/07/2012,6.65,91319
17/07/2012,6.2,90092
18/07/2012,6.45,86733
19/07/2012,6.55,183261
20/07/2012,6.5,90956
23/07/2012,6.4,89415
24/07/2012,6.35,74303
25/07/2012,6.2,107212
26/07/2012,6.05,118474
27/07/2012,5.95,66580
30/07/2012,6.1,76811
31/07/2012,6.05,81441
1/8/2012,6.05,81105
2/8/2012,5.95,45280
3/8/2012,6,57313
6/8/2012,6.05,27775
7/8/2012,6.2,102456
8/8/2012,6.15,91532
9/8/2012,5.9,56144
10/8/2012,6,125802
13/08/2012,5.9,77246
14/08/2012,5.8,76252
16/08/2012,5.85,69351
17/08/2012,5.85,87675
21/08/2012,5.9,47620
22/08/2012,5.85,58864
23/08/2012,5.8,64447
24/08/2012,5.5,93672
27/08/2012,5.45,82577
28/08/2012,5.35,66263
29/08/2012,5.4,49960
30/08/2012,5.5,56652
31/08/2012,5.5,37917
3/9/2012,5.55,42823
4/9/2012,5.5,55709
5/9/2012,5.4,46503
6/9/2012,5.35,73630
7/9/2012,5.45,73817
10/9/2012,5.6,47820
11/9/2012,5.5,107708
12/9/2012,5.65,99725
13/09/2012,5.6,54490
14/09/2012,5.55,109643
17/09/2012,5.75,244116
18/09/2012,6.9,473754
20/09/2012,6.5,521878
21/09/2012,6.6,347792
24/09/2012,6.6,237323
25/09/2012,6.85,301788
26/09/2012,7.15,520671
27/09/2012,7.25,231521
28/09/2012,7.35,402074
1/10/2012,7.35,188988
3/10/2012,7.4,142259
4/10/2012,7.15,265470
5/10/2012,7,182989
8/10/2012,6.95,64504
9/10/2012,6.75,74304
10/10/2012,6.55,76739
11/10/2012,6.75,93925
12/10/2012,6.8,138000
15/10/2012,6.6,63269
16/10/2012,6.45,103495
17/10/2012,6.8,369529
18/10/2012,6.75,82189
19/10/2012,6.75,144666
22/10/2012,6.5,139294
23/10/2012,6.4,68992
25/10/2012,6.3,447052
26/10/2012,6.1,156591
29/10/2012,6.5,267482
30/10/2012,6.15,119476
31/10/2012,6.15,59494
1/11/2012,6.1,139290
2/11/2012,5.75,468087
5/11/2012,5.85,100330
6/11/2012,5.85,97430
7/11/2012,5.8,124891
8/11/2012,5.65,153577
9/11/2012,5.65,92439
12/11/2012,5.7,86636
13/11/2012,5.85,49000
15/11/2012,5.9,92387
16/11/2012,5.7,69955
19/11/2012,5.4,208989
20/11/2012,5.45,95669
21/11/2012,5.5,95033
22/11/2012,5.45,75525
23/11/2012,5.45,55324
26/11/2012,5.65,141175
27/11/2012,5.6,343571
29/11/2012,5.8,226004
30/11/2012,5.75,155766
3/12/2012,5.85,114155
4/12/2012,5.8,157177
5/12/2012,6.05,197244
6/12/2012,6.1,181218
7/12/2012,6,130072
10/12/2012,6.1,149711
11/12/2012,6.05,89978
12/12/2012,6.05,106336
13/12/2012,5.9,118571
14/12/2012,5.85,141229
17/12/2012,5.8,75369
18/12/2012,5.7,102158
19/12/2012,6.15,230980
20/12/2012,6.15,227681
21/12/2012,5.95,84674
24/12/2012,5.85,59269
26/12/2012,5.8,129581
27/12/2012,5.75,75822
28/12/2012,5.7,87596
31/12/2012,5.7,86213
1/1/2013,5.7,126602
2/1/2013,5.8,129650
3/1/2013,5.95,174898
4/1/2013,5.9,73147
7/1/2013,6,126041
8/1/2013,6.15,393407
9/1/2013,6.1,200611
10/1/2013,6,105022
11/1/2013,5.9,87926
14/01/2013,5.9,104010
15/01/2013,5.75,108760
16/01/2013,5.75,118714
17/01/2013,5.7,62113
18/01/2013,5.65,59105
21/01/2013,5.5,77498
22/01/2013,5.45,53959
23/01/2013,5.4,108908
24/01/2013,5.2,123771
25/01/2013,5.3,122443
28/01/2013,5.55,205299
29/01/2013,5.4,79459
30/01/2013,5.35,69388
31/01/2013,5.25,97256
1/2/2013,5.35,43713
4/2/2013,5.3,47275
5/2/2013,5.15,100129
6/2/2013,5.15,51555
7/2/2013,5.1,69230
8/2/2013,5.1,46902
11/2/2013,5.1,32504
12/2/2013,5.05,58788
13/02/2013,5,104485
14/02/2013,4.7,184748
15/02/2013,4.75,69683
18/02/2013,4.8,64797
19/02/2013,4.9,50879
20/02/2013,4.95,27555
21/02/2013,4.75,63038
22/02/2013,4.65,63303
25/02/2013,4.5,110014
26/02/2013,4.45,80740
27/02/2013,4.45,160307
28/02/2013,4.2,78199
1/3/2013,4.2,66965
4/3/2013,4.4,96132
5/3/2013,4.5,37901
6/3/2013,4.3,34321
7/3/2013,4.3,46667
8/3/2013,4.3,56293
11/3/2013,4.4,54928
12/3/2013,4.25,77792
13/03/2013,4.15,45080
14/03/2013,4,121379
15/03/2013,4,67218
18/03/2013,4,83580
19/03/2013,3.8,117452
20/03/2013,3.55,83495
21/03/2013,3.5,67970
22/03/2013,3.45,93200
25/03/2013,3.2,112248
26/03/2013,3.25,71113
28/03/2013,3.2,48608
1/4/2013,3.55,79169
2/4/2013,3.7,42065
3/4/2013,3.6,55125
4/4/2013,3.95,165887
5/4/2013,4.5,227261
8/4/2013,4.95,51017
9/4/2013,5.4,371315
10/4/2013,4.9,521799
11/4/2013,4.7,53760
12/4/2013,4.6,8253
15/04/2013,4.75,60188
16/04/2013,4.7,37896
17/04/2013,4.95,42396
18/04/2013,5,58449
22/04/2013,5,48191
23/04/2013,4.75,71226
25/04/2013,4.55,23233
26/04/2013,4.35,27280
29/04/2013,4.55,37430
30/04/2013,4.35,46555
2/5/2013,4.25,68829
3/5/2013,3.95,21968
6/5/2013,3.95,40560
7/5/2013,4.05,36280
8/5/2013,4,18952
9/5/2013,3.9,33004
10/5/2013,3.9,29131
13/05/2013,3.9,29896
14/05/2013,4.1,23243
15/05/2013,3.95,14772
16/05/2013,3.85,15960
17/05/2013,4,48974
20/05/2013,3.8,95335
21/05/2013,3.85,15902
22/05/2013,3.75,59962
23/05/2013,3.6,21234
24/05/2013,3.75,22210
27/05/2013,3.7,26539
28/05/2013,3.75,27899
29/05/2013,3.9,9042
30/05/2013,3.7,61139
31/05/2013,3.6,44184
3/6/2013,3.45,28647
4/6/2013,3.35,17606
5/6/2013,3.5,10179
6/6/2013,3.45,21979
7/6/2013,3.5,25649
10/6/2013,3.5,22848
11/6/2013,3.4,52346
12/6/2013,3.4,30004
13/06/2013,3.25,20472
14/06/2013,3.45,40641
17/06/2013,3.45,16454
18/06/2013,3.25,42525
19/06/2013,3.4,24577
20/06/2013,3.45,49952
21/06/2013,3.65,62593
24/06/2013,3.5,70347
25/06/2013,3.5,21440
26/06/2013,3.25,75200
27/06/2013,3.25,56636
28/06/2013,3.3,40292
1/7/2013,3.4,57338
2/7/2013,3.5,29162
3/7/2013,3.35,11254
4/7/2013,3.4,12753
5/7/2013,3.2,33119
8/7/2013,3.35,29629
9/7/2013,3.3,16230
10/7/2013,3.2,33703
11/7/2013,3.3,18217
12/7/2013,3.35,30344
15/07/2013,3.35,16818
16/07/2013,3.5,32193
17/07/2013,3.6,40060
18/07/2013,3.25,58273
19/07/2013,3.35,25339
22/07/2013,3.2,31325
23/07/2013,3.15,96169
24/07/2013,3.2,18087
25/07/2013,3,52189
26/07/2013,3.1,28924
29/07/2013,3.05,25047
30/07/2013,2.9,37030
31/07/2013,2.85,88110
1/8/2013,2.65,96691
2/8/2013,2.75,33173
5/8/2013,2.6,35125
6/8/2013,2.5,83363
7/8/2013,2.75,89480
8/8/2013,2.95,40360
12/8/2013,3.05,80648
13/08/2013,3,42626
14/08/2013,3,13361
16/08/2013,2.75,41584
19/08/2013,2.8,40809
20/08/2013,2.9,11533
21/08/2013,2.8,18172
22/08/2013,2.55,56560
23/08/2013,2.8,42853
26/08/2013,2.85,18853
27/08/2013,2.9,24008
28/08/2013,2.65,46011
29/08/2013,2.7,14357
30/08/2013,2.85,25376
2/9/2013,2.8,18059
3/9/2013,2.9,47508
4/9/2013,3,29189
5/9/2013,2.95,30020
6/9/2013,2.85,45925
10/9/2013,3,103298
11/9/2013,2.9,116799
12/9/2013,3.15,77383
13/09/2013,3.5,68076
16/09/2013,4,559424
17/09/2013,3.75,138736
18/09/2013,3.8,88217
19/09/2013,4,351421
20/09/2013,3.9,29366
23/09/2013,3.85,48801
24/09/2013,3.95,55529
25/09/2013,3.8,37885
26/09/2013,3.65,44155
27/09/2013,3.6,28791
30/09/2013,3.65,41189
1/10/2013,3.55,17045
3/10/2013,3.45,43806
4/10/2013,3.4,7779
7/10/2013,3.3,31215
8/10/2013,3.25,55387
9/10/2013,3.4,21495
10/10/2013,3.55,25779
11/10/2013,3.65,34408
14/10/2013,3.5,79434
15/10/2013,3.6,71267
17/10/2013,3.35,49516
18/10/2013,3.4,41708
21/10/2013,3.5,23671
22/10/2013,3.5,29156
23/10/2013,3.7,73548
24/10/2013,3.7,62849
25/10/2013,3.75,11000
28/10/2013,3.6,41575
29/10/2013,3.5,24913
30/10/2013,3.55,26647
31/10/2013,3.5,31508
1/11/2013,3.4,95141
5/11/2013,3.5,40363
6/11/2013,3.6,26052
7/11/2013,3.7,34110
8/11/2013,3.55,54388
11/11/2013,3.55,38717
12/11/2013,3.45,17822
13/11/2013,3.45,17795
14/11/2013,3.55,21691
18/11/2013,3.35,42958
19/11/2013,3.4,22849
20/11/2013,3.6,86533
21/11/2013,3.65,20115
22/11/2013,3.55,33536
25/11/2013,3.65,32966
26/11/2013,3.5,25852
27/11/2013,3.55,30416
28/11/2013,3.6,15177
29/11/2013,3.5,74662
2/12/2013,3.6,30353
3/12/2013,3.75,53314
4/12/2013,3.9,26460
5/12/2013,4.05,59130
6/12/2013,4.25,27845
9/12/2013,4.2,84224
10/12/2013,4.3,73887
11/12/2013,4.05,54535
12/12/2013,3.95,46316
13/12/2013,3.85,38575
16/12/2013,3.7,26043
17/12/2013,3.6,19973
18/12/2013,3.65,33919
19/12/2013,3.75,49190
20/12/2013,3.65,53833
23/12/2013,3.65,33011
24/12/2013,3.75,38632
26/12/2013,3.9,27116
27/12/2013,4.05,44824
30/12/2013,4.25,51858
31/12/2013,4.45,46715
1/1/2014,4.65,24771
2/1/2014,4.45,284465
3/1/2014,4.75,91115
6/1/2014,4.85,175310
7/1/2014,5.05,167299
8/1/2014,5.3,38366
9/1/2014,5.55,303883
10/1/2014,5.8,277480
13/01/2014,6.05,123421
14/01/2014,5.75,410878
15/01/2014,5.5,123045
16/01/2014,5.25,15499
17/01/2014,5,113905
20/01/2014,4.75,90598
21/01/2014,4.55,19367
22/01/2014,4.75,142519
23/01/2014,4.95,19014
24/01/2014,4.8,42834
27/01/2014,4.7,40438
28/01/2014,4.85,113360
29/01/2014,4.8,56887
30/01/2014,4.7,59082
31/01/2014,4.95,53397
3/2/2014,4.7,41606
4/2/2014,4.5,31254
5/2/2014,4.35,34130
6/2/2014,4.3,33872
7/2/2014,4.4,24511
10/2/2014,4.35,12163
11/2/2014,4.1,16831
12/2/2014,4.15,11755
13/02/2014,4.05,47348
14/02/2014,3.9,47661
17/02/2014,3.85,45376
18/02/2014,3.9,75185
19/02/2014,4,34405
20/02/2014,3.95,28586
21/02/2014,4.05,42135
24/02/2014,4.25,18292
25/02/2014,4.45,23442
26/02/2014,4.65,11070
28/02/2014,4.5,66572
3/3/2014,4.6,17135
4/3/2014,4.4,38685
5/3/2014,4.4,22493
6/3/2014,4.35,40452
7/3/2014,4.1,100171
10/3/2014,4.15,46965
11/3/2014,4.05,28120
12/3/2014,4.05,33416
13/03/2014,3.95,88485
14/03/2014,4,21353
18/03/2014,4.4,75042
19/03/2014,4.8,70737
20/03/2014,5.25,380228
21/03/2014,5,207723
24/03/2014,4.65,83453
25/03/2014,4.45,66994
26/03/2014,4.25,102550
27/03/2014,4.45,37049
28/03/2014,4.3,56233
31/03/2014,4.35,54358
1/4/2014,4.5,29727
2/4/2014,4.5,44130
3/4/2014,4.5,34895
4/4/2014,4.45,120507
7/4/2014,4.6,55118
9/4/2014,4.8,77086
10/4/2014,5,117891
11/4/2014,4.85,92449
15/04/2014,4.9,71779
16/04/2014,4.7,63384
17/04/2014,4.7,41812
21/04/2014,4.9,38652
22/04/2014,5.1,44840
23/04/2014,5.3,336912
25/04/2014,5.35,134473
28/04/2014,5.4,334424
29/04/2014,5.4,68541
30/04/2014,5.3,87634
2/5/2014,5.35,70555
5/5/2014,5.3,61362
6/5/2014,5.05,72137
7/5/2014,5.05,92862
8/5/2014,4.95,34086
9/5/2014,4.95,68599
12/5/2014,4.8,105388
13/05/2014,4.8,82863
14/05/2014,4.75,111668
15/05/2014,4.9,106428
16/05/2014,4.95,149474
19/05/2014,5.15,187705
20/05/2014,5.65,356167
21/05/2014,5.7,452205
22/05/2014,6,305159
23/05/2014,6.6,506013
26/05/2014,6.3,294459
27/05/2014,6,130686
28/05/2014,5.8,221267
29/05/2014,5.75,140596
30/05/2014,5.65,85891
2/6/2014,5.9,47357
3/6/2014,6.15,345314
4/6/2014,6.45,191956
5/6/2014,6.75,219798
6/6/2014,7.05,94522
9/6/2014,7.4,52230
10/6/2014,7.75,84770
11/6/2014,8.1,47865
12/6/2014,8.5,72377
13/06/2014,8.1,588258
16/06/2014,7.7,108592
17/06/2014,8.05,300242
18/06/2014,8.45,366164
19/06/2014,8.85,473949
20/06/2014,8.45,182399
23/06/2014,8.8,225628
24/06/2014,9.2,85039
25/06/2014,9.65,66726
26/06/2014,10.1,100440
27/06/2014,10.6,47796
30/06/2014,11.1,35372
1/7/2014,11.65,59977
2/7/2014,12.2,70395
3/7/2014,12.65,1266015
4/7/2014,12.95,553348
7/7/2014,12.35,405856
8/7/2014,12,636355
9/7/2014,11.4,177685
10/7/2014,10.85,269453
11/7/2014,10.35,91808
14/07/2014,9.85,36258
15/07/2014,9.4,27453
16/07/2014,9.85,292529
17/07/2014,9.4,220858
18/07/2014,9.15,170684
21/07/2014,8.9,155460
22/07/2014,9.15,166376
23/07/2014,9.6,96566
24/07/2014,10.05,120983
25/07/2014,10.55,198163
28/07/2014,11.05,94960
30/07/2014,11.6,39174
31/07/2014,12.15,57809
1/8/2014,11.65,513407
4/8/2014,12.2,125203
5/8/2014,12.8,73291
6/8/2014,12.85,428774
7/8/2014,13.05,399255
8/8/2014,12.6,212563
11/8/2014,12,186824
12/8/2014,11.4,188050
13/08/2014,11.05,281029
14/08/2014,10.5,305542
18/08/2014,11,76622
19/08/2014,11.55,466913
20/08/2014,12,532152
21/08/2014,11.7,525372
22/08/2014,11.6,513060
25/08/2014,11.95,374771
26/08/2014,12.4,598903
27/08/2014,12.15,211195
28/08/2014,12.75,641224
1/9/2014,13.35,584411
2/9/2014,14,177472
3/9/2014,14.7,122843
4/9/2014,15.4,346208
5/9/2014,16.15,190388
8/9/2014,16.950001,54302
9/9/2014,17.75,93327
10/9/2014,18.6,53440
11/9/2014,17.700001,1556615
12/9/2014,16.85,1532531
15/09/2014,17.65,190790
16/09/2014,18.5,798995
17/09/2014,19.4,254070
18/09/2014,20.1,1465883
19/09/2014,19.799999,1189560
22/09/2014,19.1,886688
23/09/2014,18.15,543380
24/09/2014,17.25,314582
25/09/2014,16.4,212592
26/09/2014,16.9,1076716
29/09/2014,17.700001,495579
30/09/2014,18.200001,526617
1/10/2014,17.299999,422267
7/10/2014,16.700001,580023
8/10/2014,18.35,698520
9/10/2014,18.700001,568515
10/10/2014,17.65,290546
13/10/2014,19.200001,1216741
14/10/2014,18.700001,315618
16/10/2014,19.200001,805109
17/10/2014,18.6,615390
20/10/2014,16.75,1286489
21/10/2014,16.200001,695735
22/10/2014,16.1,490577
23/10/2014,16.35,225947
27/10/2014,14.75,904380
28/10/2014,15.35,777858
29/10/2014,15.3,236648
30/10/2014,14.8,241445
31/10/2014,14.3,294815
3/11/2014,14,335892
5/11/2014,14.7,379210
7/11/2014,15.4,226360
10/11/2014,16.15,59105
11/11/2014,16.950001,564128
12/11/2014,16.85,472743
13/11/2014,16.15,229653
14/11/2014,15.7,308563
17/11/2014,16.15,210735
18/11/2014,16,121442
19/11/2014,15.6,199503
20/11/2014,15.5,139408
21/11/2014,15.55,214617
24/11/2014,14.9,282795
25/11/2014,14.3,255639
26/11/2014,15,123802
27/11/2014,15.75,68113
28/11/2014,15.55,381094
1/12/2014,14.9,170388
